study_tag	study_accession	reported_trait	cohorts	imputation_panel	variant_count	ftp_path
meta_EUR_L_HDL_TG	GCST90451170	Triglycerides in large HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451170/GCST90451170.tsv.gz
meta_EUR_L_LDL_CE_pct	GCST90451171	Cholesteryl esters to total lipids ratio in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451171/GCST90451171.tsv.gz
meta_EUR_L_LDL_CE	GCST90451172	Cholesteryl esters in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451172/GCST90451172.tsv.gz
meta_EUR_L_LDL_C_pct	GCST90451173	Cholesterol to total lipids ratio in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451173/GCST90451173.tsv.gz
meta_EUR_L_LDL_C	GCST90451174	Cholesterol in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451174/GCST90451174.tsv.gz
meta_EUR_L_LDL_FC_pct	GCST90451175	Free cholesterol to total lipids ratio in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451175/GCST90451175.tsv.gz
meta_EUR_L_LDL_FC	GCST90451176	Free cholesterol in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451176/GCST90451176.tsv.gz
meta_EUR_L_LDL_L	GCST90451177	Total lipids in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451177/GCST90451177.tsv.gz
meta_EUR_L_LDL_PL_pct	GCST90451178	Phospholipids to total lipids ratio in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451178/GCST90451178.tsv.gz
meta_EUR_L_LDL_PL	GCST90451179	Phospholipids in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451179/GCST90451179.tsv.gz
meta_EUR_L_LDL_P	GCST90451180	Concentration of large LDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451180/GCST90451180.tsv.gz
meta_EUR_L_LDL_TG_pct	GCST90451181	Triglycerides to total lipids ratio in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451181/GCST90451181.tsv.gz
meta_EUR_L_LDL_TG	GCST90451182	Triglycerides in large LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451182/GCST90451182.tsv.gz
meta_EUR_L_VLDL_CE_pct	GCST90451183	Cholesteryl esters to total lipids ratio in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451183/GCST90451183.tsv.gz
meta_EUR_L_VLDL_CE	GCST90451184	Cholesteryl esters in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451184/GCST90451184.tsv.gz
meta_EUR_L_VLDL_C_pct	GCST90451185	Cholesterol to total lipids ratio in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451185/GCST90451185.tsv.gz
meta_EUR_L_VLDL_C	GCST90451186	Cholesterol in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451186/GCST90451186.tsv.gz
meta_EUR_L_VLDL_FC_pct	GCST90451187	Free cholesterol to total lipids ratio in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451187/GCST90451187.tsv.gz
meta_EUR_L_VLDL_FC	GCST90451188	Free cholesterol in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451188/GCST90451188.tsv.gz
meta_EUR_L_VLDL_L	GCST90451189	Total lipids in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451189/GCST90451189.tsv.gz
meta_EUR_L_VLDL_PL_pct	GCST90451190	Phospholipids to total lipids ratio in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451190/GCST90451190.tsv.gz
meta_EUR_L_VLDL_PL	GCST90451191	Phospholipids in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451191/GCST90451191.tsv.gz
meta_EUR_L_VLDL_P	GCST90451192	Concentration of large VLDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451192/GCST90451192.tsv.gz
meta_EUR_L_VLDL_TG_pct	GCST90451193	Triglycerides to total lipids ratio in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451193/GCST90451193.tsv.gz
meta_EUR_L_VLDL_TG	GCST90451194	Triglycerides in large VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451194/GCST90451194.tsv.gz
meta_EUR_M_HDL_CE_pct	GCST90451195	Cholesteryl esters to total lipids ratio in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451195/GCST90451195.tsv.gz
meta_EUR_M_HDL_CE	GCST90451196	Cholesteryl esters in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451196/GCST90451196.tsv.gz
meta_EUR_M_HDL_C_pct	GCST90451197	Cholesterol to total lipids ratio in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451197/GCST90451197.tsv.gz
meta_EUR_M_HDL_C	GCST90451198	Cholesterol in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451198/GCST90451198.tsv.gz
meta_EUR_M_HDL_FC_pct	GCST90451199	Free cholesterol to total lipids ratio in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451199/GCST90451199.tsv.gz
meta_EUR_M_HDL_FC	GCST90451200	Free cholesterol in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451200/GCST90451200.tsv.gz
meta_EUR_M_HDL_L	GCST90451201	Total lipids in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451201/GCST90451201.tsv.gz
meta_EUR_M_HDL_PL_pct	GCST90451202	Phospholipids to total lipids ratio in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451202/GCST90451202.tsv.gz
meta_EUR_M_HDL_PL	GCST90451203	Phospholipids in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451203/GCST90451203.tsv.gz
meta_EUR_M_HDL_P	GCST90451204	Concentration of medium HDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451204/GCST90451204.tsv.gz
meta_EUR_M_HDL_TG_pct	GCST90451205	Triglycerides to total lipids ratio in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451205/GCST90451205.tsv.gz
meta_EUR_M_HDL_TG	GCST90451206	Triglycerides in medium HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451206/GCST90451206.tsv.gz
meta_EUR_M_LDL_CE_pct	GCST90451207	Cholesteryl esters to total lipids ratio in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451207/GCST90451207.tsv.gz
meta_EUR_M_LDL_CE	GCST90451208	Cholesteryl esters in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451208/GCST90451208.tsv.gz
meta_EUR_M_LDL_C_pct	GCST90451209	Cholesterol to total lipids ratio in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451209/GCST90451209.tsv.gz
meta_EUR_M_LDL_C	GCST90451210	Cholesterol in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451210/GCST90451210.tsv.gz
meta_EUR_M_LDL_FC_pct	GCST90451211	Free cholesterol to total lipids ratio in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451211/GCST90451211.tsv.gz
meta_EUR_M_LDL_FC	GCST90451212	Free cholesterol in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451212/GCST90451212.tsv.gz
meta_EUR_M_LDL_L	GCST90451213	Total lipids in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451213/GCST90451213.tsv.gz
meta_EUR_M_LDL_PL_pct	GCST90451214	Phospholipids to total lipids ratio in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451214/GCST90451214.tsv.gz
meta_EUR_M_LDL_PL	GCST90451215	Phospholipids in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451215/GCST90451215.tsv.gz
meta_EUR_M_LDL_P	GCST90451216	Concentration of medium LDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451216/GCST90451216.tsv.gz
meta_EUR_M_LDL_TG_pct	GCST90451217	Triglycerides to total lipids ratio in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451217/GCST90451217.tsv.gz
meta_EUR_M_LDL_TG	GCST90451218	Triglycerides in medium LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451218/GCST90451218.tsv.gz
meta_EUR_MUFA_pct	GCST90451219	Ratio of monounsaturated fatty acids to total fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451219/GCST90451219.tsv.gz
meta_EUR_MUFA	GCST90451220	Monounsaturated fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451220/GCST90451220.tsv.gz
meta_EUR_M_VLDL_CE_pct	GCST90451221	Cholesteryl esters to total lipids ratio in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451221/GCST90451221.tsv.gz
meta_EUR_M_VLDL_CE	GCST90451222	Cholesteryl esters in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451222/GCST90451222.tsv.gz
meta_EUR_M_VLDL_C_pct	GCST90451223	Cholesterol to total lipids ratio in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451223/GCST90451223.tsv.gz
meta_EUR_M_VLDL_C	GCST90451224	Cholesterol in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451224/GCST90451224.tsv.gz
meta_EUR_M_VLDL_FC_pct	GCST90451225	Free cholesterol to total lipids ratio in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451225/GCST90451225.tsv.gz
meta_EUR_M_VLDL_FC	GCST90451226	Free cholesterol in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451226/GCST90451226.tsv.gz
meta_EUR_M_VLDL_L	GCST90451227	Total lipids in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451227/GCST90451227.tsv.gz
meta_EUR_M_VLDL_PL_pct	GCST90451228	Phospholipids to total lipids ratio in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451228/GCST90451228.tsv.gz
meta_EUR_M_VLDL_PL	GCST90451229	Phospholipids in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451229/GCST90451229.tsv.gz
meta_EUR_M_VLDL_P	GCST90451230	Concentration of medium VLDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451230/GCST90451230.tsv.gz
meta_EUR_M_VLDL_TG_pct	GCST90451231	Triglycerides to total lipids ratio in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451231/GCST90451231.tsv.gz
meta_EUR_M_VLDL_TG	GCST90451232	Triglycerides in medium VLDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451232/GCST90451232.tsv.gz
meta_EUR_non_HDL_C	GCST90451233	Total cholesterol minus HDL-C	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451233/GCST90451233.tsv.gz
meta_EUR_Omega_3_pct	GCST90451234	Ratio of omega-3 fatty acids to total fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451234/GCST90451234.tsv.gz
meta_EUR_Omega_3	GCST90451235	Omega-3 fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451235/GCST90451235.tsv.gz
meta_EUR_Omega_6_by_Omega_3	GCST90451236	Ratio of omega-6 fatty acids to omega-3 fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451236/GCST90451236.tsv.gz
meta_EUR_Omega_6_pct	GCST90451237	Ratio of omega-6 fatty acids to total fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451237/GCST90451237.tsv.gz
meta_EUR_Omega_6	GCST90451238	Omega-6 fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451238/GCST90451238.tsv.gz
meta_EUR_Phe	GCST90451239	Phenylalanine	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451239/GCST90451239.tsv.gz
meta_EUR_Phosphatidylc	GCST90451240	Phosphatidylcholines	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451240/GCST90451240.tsv.gz
meta_EUR_Phosphoglyc	GCST90451241	Phosphoglycerides	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451241/GCST90451241.tsv.gz
meta_EUR_PUFA_by_MUFA	GCST90451242	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451242/GCST90451242.tsv.gz
meta_EUR_PUFA_pct	GCST90451243	Ratio of polyunsaturated fatty acids to total fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451243/GCST90451243.tsv.gz
meta_EUR_PUFA	GCST90451244	Polyunsaturated fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451244/GCST90451244.tsv.gz
meta_EUR_Pyruvate	GCST90451245	Pyruvate	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451245/GCST90451245.tsv.gz
meta_EUR_Remnant_C	GCST90451246	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451246/GCST90451246.tsv.gz
meta_EUR_SFA_pct	GCST90451247	Ratio of saturated fatty acids to total fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451247/GCST90451247.tsv.gz
meta_EUR_SFA	GCST90451248	Saturated fatty acids	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451248/GCST90451248.tsv.gz
meta_EUR_S_HDL_CE_pct	GCST90451249	Cholesteryl esters to total lipids ratio in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451249/GCST90451249.tsv.gz
meta_EUR_S_HDL_CE	GCST90451250	Cholesteryl esters in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451250/GCST90451250.tsv.gz
meta_EUR_S_HDL_C_pct	GCST90451251	Cholesterol to total lipids ratio in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451251/GCST90451251.tsv.gz
meta_EUR_S_HDL_C	GCST90451252	Cholesterol in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451252/GCST90451252.tsv.gz
meta_EUR_S_HDL_FC_pct	GCST90451253	Free cholesterol to total lipids ratio in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451253/GCST90451253.tsv.gz
meta_EUR_S_HDL_FC	GCST90451254	Free cholesterol in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451254/GCST90451254.tsv.gz
meta_EUR_S_HDL_L	GCST90451255	Total lipids in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451255/GCST90451255.tsv.gz
meta_EUR_S_HDL_PL_pct	GCST90451256	Phospholipids to total lipids ratio in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451256/GCST90451256.tsv.gz
meta_EUR_S_HDL_PL	GCST90451257	Phospholipids in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451257/GCST90451257.tsv.gz
meta_EUR_S_HDL_P	GCST90451258	Concentration of small HDL particles	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451258/GCST90451258.tsv.gz
meta_EUR_S_HDL_TG_pct	GCST90451259	Triglycerides to total lipids ratio in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451259/GCST90451259.tsv.gz
meta_EUR_S_HDL_TG	GCST90451260	Triglycerides in small HDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451260/GCST90451260.tsv.gz
meta_EUR_S_LDL_CE_pct	GCST90451261	Cholesteryl esters to total lipids ratio in small LDL	UKBB|EstBB	Genomics England (n=78195)|EstBB WGS (n=2297)	103927004	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90451001-GCST90452000/GCST90451261/GCST90451261.tsv.gz
